,Country,Happiness Score,Economy (GDP per Capita),Family,Health (Life Expectancy),Freedom,Generosity,Trust (Government Corruption),Dystopia Residual,Country Code,2017_lifeexp,NHLY,2017_co2,2017_ch4,2017_n2o,2017_pop,2017_extcostratio,2017_llpp_who,PCEC,ERHNI
72,Jamaica,5.31099987030029,0.925579309463501,1.36821806430817,0.641022384166718,0.474307239055634,0.233818337321281,0.0552677810192108,1.61232566833496,JAM,74.267,2.309702736759166,7190.0,790.0,410.0,2920848.0,0.34372021798277635,0.56999999,4.3604999235,0.8109107525398662
73,Croatia,5.29300022125244,1.22255623340607,0.96798300743103,0.701288521289825,0.255772292613983,0.248002976179123,0.0431031100451946,1.85449242591858,HRV,77.8268292682927,2.2803278194985603,17480.0,3760.0,1760.0,4124531.0,1.03578561234799,1.16,8.873999999999999,-6.911233704477502
74,China,5.27299976348877,1.08116579055786,1.16083741188049,0.741415500640869,0.472787708044052,0.0288068410009146,0.0227942746132612,1.76493859291077,CHN,76.47,2.0876291913986273,10017770.0,1239130.0,542100.0,1396215000.0,0.97264162217326,3.48,26.622,-23.8060360740979
75,Pakistan,5.26900005340576,0.72688353061676,0.672690689563751,0.402047783136368,0.23521526157856,0.315446019172668,0.124348066747189,2.79248929023743,PAK,66.947,1.8008746575355412,197700.0,147540.0,60070.0,207906210.0,0.7014725314051216,3.5699999,27.310499235,-17.356690374777546
76,Indonesia,5.26200008392334,0.995538592338562,1.27444469928741,0.492345720529556,0.443323463201523,0.611704587936401,0.0153171354904771,1.42947697639465,IDN,71.282,1.867588998222351,532920.0,283940.0,92500.0,264650969.0,0.8842791597633647,1.11,8.4915,-5.64126748690826
77,Venezuela,5.25,1.12843120098114,1.43133759498596,0.617144227027893,0.153997123241425,0.0650196298956871,0.0644911229610443,1.78946375846863,VEN,72.246,1.80615,148740.0,72500.0,13030.0,29402480.0,1.2923363940992985,0.81999999,6.2729999235000005,-6.300676101321167
78,Montenegro,5.23699998855591,1.12112903594971,1.23837649822235,0.667464673519135,0.194989055395126,0.197911024093628,0.0881741940975189,1.72919154167175,MNE,76.4853658536585,1.8127030832011652,2230.0,830.0,180.0,622373.0,0.8067675421227516,1.15,8.7975,-5.284834368623741
79,Morocco,5.2350001335144,0.878114581108093,0.774864435195923,0.59771066904068,0.408158332109451,0.0322099551558495,0.0877631828188896,2.45618939399719,MAR,76.218,1.7911240176200531,65930.0,17390.0,9300.0,35581257.0,0.6197682201793363,0.2,1.5300000000000002,0.8428786407456684
80,Azerbaijan,5.23400020599365,1.15360176563263,1.15240025520325,0.540775775909424,0.398155838251114,0.0452693402767181,0.180987507104874,1.76248168945312,AZE,72.693,1.7010176974296376,31970.0,44230.0,3870.0,9854033.0,1.4588902386915612,0.76999998,5.890499847,-6.892575030372797
81,Dominican Republic,5.23000001907349,1.07937383651733,1.40241670608521,0.574873745441437,0.55258983373642,0.186967849731445,0.113945253193378,1.31946516036987,DOM,73.689,1.6948471405506396,23390.0,9100.0,3280.0,10513111.0,0.7793121777090622,0.25999999,1.9889999235,0.14479527870469644
82,Greece,5.22700023651123,1.28948748111725,1.23941457271576,0.810198903083801,0.0957312509417534,0.0,0.04328977689147,1.74922156333923,GRC,81.2878048780488,1.8452350932795762,66800.0,9460.0,4460.0,10754679.0,1.0196659725026191,0.64999998,4.972499847,-3.2250537989808037
83,Lebanon,5.22499990463257,1.07498753070831,1.12962424755096,0.735081076622009,0.288515985012054,0.264450758695602,0.037513829767704,1.69507384300232,LBN,78.833,1.77374174818994,29280.0,3170.0,760.0,6819373.0,0.3234118567805716,1.0700001,8.185500764999999,-0.8735462528974987
84,Portugal,5.19500017166138,1.3151752948761,1.36704301834106,0.795843541622162,0.498465299606323,0.0951027125120163,0.0158694516867399,1.10768270492554,PRT,81.4243902439025,1.587777007498415,53330.0,11510.0,3240.0,10300300.0,0.839438178720374,0.14,1.0710000000000002,0.6887387180888943
85,Bosnia and Herzegovina,5.18200016021729,0.982409417629242,1.0693359375,0.705186307430267,0.204403176903725,0.328867495059967,0.0,1.89217257499695,BIH,77.128,1.4037308357239113,22650.0,3420.0,1210.0,3351534.0,0.9322643424097682,2.1199999,16.217999235,-13.715731556295488
86,Honduras,5.18100023269653,0.730573117733002,1.14394497871399,0.582569479942322,0.348079860210419,0.236188873648643,0.0733454525470734,2.06581115722656,HND,74.898,1.3556555428504677,9000.0,8010.0,3120.0,9429016.0,0.8076024570076835,1.66,12.698999999999998,-8.900088058690104
87,Macedonia,5.17500019073486,1.06457793712616,1.20789301395416,0.644948184490204,0.325905978679657,0.25376096367836,0.0602777935564518,1.6174693107605,MKD,75.9536585365854,1.3291904730912851,7860.0,2520.0,570.0,2074502.0,0.7617203224045592,1.95,14.917499999999999,-10.033772436378726
88,Somalia,5.15100002288818,0.0226431842893362,0.721151351928711,0.113989137113094,0.602126955986023,0.291631311178207,0.282410323619843,3.11748456954956,SOM,56.709,0.8563060297965803,660.0,19400.0,6600.0,14589165.0,1.119275766144036,0.28999999,2.2184999235,-1.6268071717693675
89,Vietnam,5.07399988174438,0.788547575473785,1.27749133110046,0.652168989181519,0.571055591106415,0.234968051314354,0.0876332372426987,1.46231865882874,VNM,75.241,0.556782510232892,222130.0,88650.0,23790.0,94600643.0,0.6653019629228373,2.0699999,15.835499234999999,-9.978606214675695
90,Nigeria,5.07399988174438,0.783756256103516,1.21577048301697,0.0569157302379608,0.394952565431595,0.230947196483612,0.0261215660721064,2.36539053916931,NGA,53.95,0.3992293620109319,112920.0,126830.0,37290.0,190873247.0,0.49977308580843516,1.75,13.387500000000001,-6.291482824249495
91,Tajikistan,5.04099988937378,0.524713635444641,1.27146327495575,0.529235124588013,0.471566706895828,0.248997643589973,0.146377146244049,1.84904932975769,TJK,70.647,0.2896519184589449,6370.0,5490.0,1970.0,8880270.0,0.5487579255615692,1.2,9.18,-4.7479458381962605
92,Bhutan,5.01100015640259,0.885416388511658,1.34012651443481,0.495879292488098,0.501537680625916,0.474054545164108,0.173380389809608,1.14018440246582,BTN,71.129,0.07824301247598005,1330.0,870.0,180.0,745563.0,0.6729291768699736,2.0999999,16.064999235,-10.732363699149325
93,Kyrgyzstan,5.00400018692017,0.596220076084137,1.39423859119415,0.553457796573639,0.454943388700485,0.42858037352562,0.0394391790032387,1.53672313690186,KGZ,71.2,0.028481330871607327,9340.0,4880.0,1850.0,6198200.0,0.7357159656229479,1.0700001,8.185500764999999,-5.993722268557746
94,Nepal,4.96199989318848,0.479820191860199,1.17928326129913,0.504130780696869,0.440305948257446,0.394096165895462,0.0729755461215973,1.8912410736084,NPL,70.169,-0.26664294948575384,11030.0,30510.0,7960.0,27632682.0,0.7511419812555029,3.9000001,29.835000765,-22.6769645348673
95,Mongolia,4.95499992370605,1.02723586559296,1.4930112361908,0.557783484458923,0.394143968820572,0.338464230298996,0.0329022891819477,1.11129236221313,MNG,69.509,-0.31279103031161537,19470.0,17950.0,13240.0,3113788.0,9.618004240705563,2.9000001,22.185000765,-213.68822246813778
96,South Africa,4.8289999961853,1.05469870567322,1.38478863239288,0.187080070376396,0.479246735572815,0.139362379908562,0.0725094974040985,1.51090860366821,ZAF,63.538,-1.0864998242378405,435140.0,44990.0,19150.0,57009751.0,0.8539499901377078,1.61,12.316500000000001,-11.60417487776892
97,Tunisia,4.80499982833862,1.00726580619812,0.868351459503174,0.613212049007416,0.289680689573288,0.0496933571994305,0.0867231488227844,1.89025115966797,TUN,76.31,-1.488046309947988,29890.0,6330.0,3240.0,11433438.0,0.6792947209984328,0.43000001,3.2895000765,-3.7225863466383786
98,Egypt,4.7350001335144,0.989701807498932,0.997471392154694,0.520187258720398,0.282110154628754,0.128631442785263,0.114381365478039,1.70216107368469,EGY,71.656,-1.8988830432892165,238690.0,56050.0,22050.0,96442590.0,0.569288898134117,1.36,10.404000000000002,-7.821764739476571
99,Bulgaria,4.71400022506714,1.1614590883255,1.43437945842743,0.708217680454254,0.289231717586517,0.113177694380283,0.0110515309497714,0.996139287948608,BGR,74.8146341463415,-2.1396968527537967,44040.0,7030.0,4050.0,7075947.0,1.3608721920314166,1.39,10.6335,-16.610531306719864
100,Sierra Leone,4.70900011062622,0.36842092871666,0.984136044979095,0.0055647538974881,0.318697690963745,0.293040901422501,0.0710951760411263,2.66845989227295,SLE,53.895,-1.5683439037799884,970.0,4740.0,1620.0,7488427.0,0.5355501643313983,0.64999998,4.972499847,-4.231367013978692
101,Cameroon,4.69500017166138,0.564305365085602,0.946018218994141,0.132892116904259,0.430388748645782,0.236298456788063,0.0513066314160824,2.3336455821991,CMR,58.511,-1.784584495592102,8320.0,14800.0,62680.0,24566070.0,5.349485515470727,2.52,19.278,-104.91196626283677
102,Iran,4.69199991226196,1.15687310695648,0.711551249027252,0.639333188533783,0.249322608113289,0.387242913246155,0.048761073499918,1.49873495101929,IRN,76.271,-2.3491474691868035,620780.0,146030.0,37210.0,80673888.0,1.255554706451682,1.24,9.486,-14.25933941458746
103,Albania,4.64400005340576,0.996192753314972,0.803685247898102,0.731159746646881,0.381498634815216,0.201312944293022,0.0398642159998417,1.49044156074524,ALB,78.333,-2.7886543816566607,5600.0,3210.0,1210.0,2873457.0,1.037677245231128,0.89999998,6.8849998470000005,-9.933062056308358
104,Bangladesh,4.60799980163574,0.586682975292206,0.735131740570068,0.533241033554077,0.478356659412384,0.172255352139473,0.123717859387398,1.97873616218567,BGD,72.052,-2.8244398292541635,78710.0,82590.0,28400.0,159685421.0,0.4424080293263592,5.6799998,43.45199847,-22.047952842658837
105,Namibia,4.57399988174438,0.964434325695038,1.0984708070755,0.33861181139946,0.520303547382355,0.0771337449550629,0.0931469723582268,1.4818902015686,NAM,63.021,-2.684695345258741,4330.0,4960.0,3320.0,2402623.0,3.1507987951888317,0.92000002,7.0380001530000005,-24.860017747869957
106,Kenya,4.55299997329712,0.560479462146759,1.06795072555542,0.309988349676132,0.452763766050339,0.444860309362411,0.0646413192152977,1.6519021987915,KEN,65.909,-2.9461324759960124,18890.0,38630.0,17530.0,50221146.0,0.8299971648929602,0.88,6.732,-8.533673390055421
107,Mozambique,4.55000019073486,0.234305649995804,0.870701014995575,0.106654435396194,0.480791091918945,0.322228103876114,0.179436385631561,2.35565090179443,MOZ,59.309,-2.66890386877062,6020.0,15830.0,9760.0,28649007.0,0.7813313113719519,0.64999998,4.972499847,-6.55407369502396
108,Myanmar,4.54500007629395,0.367110550403595,1.12323594093323,0.397522568702698,0.514492034912109,0.838075160980225,0.188816204667091,1.11529040336609,MMR,66.558,-3.0283884922027298,31400.0,67120.0,21140.0,53382521.0,0.9964713324798284,2.3299999,17.824499234999998,-20.78999099568886
109,Senegal,4.53499984741211,0.479309022426605,1.17969191074371,0.409362852573395,0.377922266721725,0.183468893170357,0.115460447967052,1.78964614868164,SEN,67.38,-3.133171028137201,9570.0,10780.0,7970.0,15419354.0,1.1680146265546552,0.050000001,0.3825000076500001,-3.5799366317296686
110,Zambia,4.51399993896484,0.636406779289246,1.00318729877472,0.257835894823074,0.461603492498398,0.249580144882202,0.0782135501503944,1.82670545578003,ZMB,63.043,-3.063890184783958,6990.0,17450.0,14680.0,16853608.0,1.944145137218053,1.36,10.404000000000002,-23.290776192400585
111,Iraq,4.49700021743774,1.10271048545837,0.978613197803497,0.501180469989777,0.288555532693863,0.19963726401329,0.107215754687786,1.31890726089478,IRQ,70.294,-3.535786671543153,174290.0,16340.0,5300.0,37552789.0,0.38280743344821927,1.97,15.0705,-9.304886097324541
112,Gabon,4.46500015258789,1.1982102394104,1.1556202173233,0.356578588485718,0.312328577041626,0.0437853783369064,0.0760467872023582,1.32291626930237,GAB,65.839,-3.522385495376593,4700.0,1150.0,490.0,2064812.0,0.5824788365968941,1.55,11.857499999999998,-10.429128300324265
113,Ethiopia,4.46000003814697,0.339233845472336,0.86466920375824,0.353409707546234,0.408842742443085,0.312650740146637,0.165455713868141,2.01574373245239,ETH,65.872,-3.5570877487182795,15460.0,102660.0,51880.0,106399926.0,1.1415683920454953,1.12,8.568000000000001,-13.338045731764085
114,Sri Lanka,4.44000005722046,1.00985014438629,1.25997638702393,0.625130832195282,0.561213254928589,0.490863561630249,0.0736539661884308,0.419389247894287,LKA,76.648,-4.292287561416619,23310.0,9110.0,2350.0,21444000.0,0.2926466225768834,1.36,10.404000000000002,-7.336983022706514
115,Armenia,4.37599992752075,0.900596737861633,1.00748372077942,0.637524425983429,0.198303267359734,0.0834880918264389,0.0266744215041399,1.5214991569519,ARM,74.797,-4.667333342123045,5320.0,2510.0,1220.0,2944789.0,0.9856976182255403,1.42,10.862999999999998,-15.374966568907087
116,India,4.31500005722046,0.792221248149872,0.754372596740723,0.455427616834641,0.469987004995346,0.231538489460945,0.0922268852591515,1.5191171169281,IND,69.165,-4.73780210423469,2301440.0,661610.0,248300.0,1338676779.0,0.4630997730936897,4.6900001,35.878500765,-21.35312766744796
117,Mauritania,4.29199981689453,0.648457288742065,1.2720308303833,0.285349279642105,0.0960980430245399,0.201870024204254,0.136957004666328,1.65163731575012,MRT,64.464,-4.5640523803711,3800.0,6860.0,3230.0,4282582.0,1.785488977679228,0.0099999998,0.07649999847,-4.700642284431763
118,Georgia,4.28599977493286,0.950612664222717,0.57061493396759,0.649546980857849,0.309410035610199,0.0540088154375553,0.251666635274887,1.50013780593872,GEO,73.414,-5.2417612523078985,9630.0,5310.0,2100.0,3728004.0,1.3781676193661911,1.05,8.0325,-16.31189265486683
119,Congo (Kinshasa),4.28000020980835,0.0921023488044739,1.22902345657349,0.191407024860382,0.235961347818375,0.246455833315849,0.0602413564920425,2.22495865821838,COD,60.026,-4.321870740604401,2280.0,38830.0,16630.0,81398765.0,0.4882674645735576,2.51,19.2015,-13.697338461613565
120,Mali,4.19000005722046,0.476180493831635,1.28147339820862,0.169365674257278,0.306613743305206,0.183354198932648,0.104970246553421,1.66819095611572,MLI,58.452,-4.734611665534968,5050.0,22530.0,13640.0,18512429.0,1.6917040898846323,0.12,0.9179999999999999,-6.28759602004906
121,Cambodia,4.16800022125244,0.601765096187592,1.00623834133148,0.429783403873444,0.633375823497772,0.385922968387604,0.0681059509515762,1.04294109344482,KHM,69.289,-5.764843266963972,11370.0,20470.0,5280.0,16009413.0,0.8636958935815562,1.04,7.9559999999999995,-12.636407796298833
122,Sudan,4.13899993896484,0.65951669216156,1.21400856971741,0.290920823812485,0.0149958552792668,0.182317450642586,0.089847519993782,1.68706583976746,SDN,64.881,-5.58625449600222,20340.0,58410.0,29270.0,40813398.0,1.6826223608911364,0.56,4.284000000000001,-12.79460869005985
123,Ghana,4.11999988555908,0.667224824428558,0.873664736747742,0.295637726783752,0.423026293516159,0.256923943758011,0.0253363698720932,1.57786750793457,GHA,63.463,-5.584744726276409,14780.0,20850.0,6150.0,29121464.0,0.5390400443966237,0.81,6.1965,-8.924906361380089
124,Ukraine,4.09600019454956,0.89465194940567,1.39453756809235,0.575903952121735,0.122974775731564,0.270061463117599,0.0230294708162546,0.814382314682007,UKR,71.7809756097561,-6.488998798626232,174840.0,63650.0,24770.0,44831135.0,1.3640400319268888,1.12,8.568000000000001,-18.17609379217582
125,Uganda,4.08099985122681,0.381430715322495,1.12982773780823,0.217632606625557,0.443185955286026,0.325766056776047,0.057069718837738,1.526362657547,UGA,62.516,-5.745221330070473,5840.0,32770.0,15330.0,41166588.0,0.8803185322852494,1.73,13.2345,-17.395796945599606
126,Burkina Faso,4.03200006484985,0.3502277135849,1.04328000545502,0.215844258666039,0.324367851018906,0.250864684581757,0.120328105986118,1.72721290588379,BFA,60.768,-5.882342005920432,4070.0,15590.0,9860.0,19193236.0,1.1745871612420882,0.34,2.6010000000000004,-8.937443212311104
127,Niger,4.02799987792969,0.161925330758095,0.993025004863739,0.26850500702858,0.36365869641304,0.228673845529556,0.138572946190834,1.87398338317871,NER,61.599,-5.987423551940902,2070.0,28690.0,11690.0,21602388.0,1.3024552919606864,0.55000001,4.2075000765,-11.46750429250332
128,Malawi,3.97000002861023,0.233442038297653,0.512568831443787,0.315089583396912,0.466914653778076,0.287170469760895,0.0727116540074348,2.08178615570068,MWI,63.279,-6.517736818957326,1500.0,10530.0,4220.0,17670193.0,0.5764584792740275,1.08,8.262,-11.280436774719341
129,Chad,3.93600010871887,0.438012987375259,0.953855872154236,0.0411347150802612,0.16234202682972,0.216113850474358,0.0535818822681904,2.07123804092407,TCD,53.712,-5.714956216049207,1020.0,52140.0,23880.0,15016761.0,3.7658382003578814,0.58999997,4.513499770500001,-22.71206606910464
130,Zimbabwe,3.875,0.375846534967422,1.08309590816498,0.196763753890991,0.336384207010269,0.189143493771553,0.0953753814101219,1.59797024726868,ZWE,60.812,-6.84135,10230.0,11560.0,6280.0,14236599.0,1.0281520152925243,0.92000002,7.0380001530000005,-14.077484040936046
131,Lesotho,3.80800008773804,0.521021246910095,1.19009518623352,0.0,0.390661299228668,0.157497271895409,0.119094640016556,1.42983531951904,LSO,52.947,-6.311281935453399,2440.0,2360.0,850.0,2091532.0,1.003730705840004,1.9,14.535,-20.90050774483786
132,Angola,3.79500007629395,0.858428180217743,1.10441195964813,0.0498686656355858,0.0,0.097926490008831,0.0697203353047371,1.61448240280151,AGO,60.379,-7.275669039344758,30840.0,37450.0,18490.0,29816769.0,1.4615355028499357,1.28,9.792000000000002,-21.587024683251332
133,Afghanistan,3.79399991035461,0.401477217674255,0.581543326377869,0.180746778845787,0.106179520487785,0.311870932579041,0.0611578300595284,2.15080118179321,AFG,64.13,-7.734078574895888,7380.0,79610.0,9450.0,36296111.0,0.8448892072064307,0.97000003,7.4205002295,-14.00357913087328
134,Botswana,3.76600003242493,1.12209415435791,1.22155499458313,0.341755509376526,0.505196332931519,0.0993484482169151,0.0985831990838051,0.3779137134552,BWA,68.812,-8.491400576877572,7870.0,5280.0,4140.0,2205076.0,4.231099846708429,0.79000002,6.043500153,-34.06205314781824
135,Benin,3.65700006484985,0.431085407733917,0.435299843549728,0.209930211305618,0.425962775945663,0.207948461174965,0.0609290152788162,1.88563096523285,BEN,61.174,-8.215667803287529,7360.0,5420.0,2570.0,11175192.0,0.5465290782732799,1.2,9.18,-13.232804741836238
136,Madagascar,3.64400005340576,0.305808693170547,0.913020372390747,0.375223308801651,0.189196765422821,0.208732530474663,0.0672319754958153,1.58461260795593,MDG,66.311,-8.991771245861067,3500.0,16520.0,8720.0,25570511.0,0.7946171691395036,0.38,2.907,-11.301723356549603
137,Haiti,3.6029999256134,0.368610262870789,0.640449821949005,0.277321130037308,0.0303698573261499,0.489203780889511,0.0998721495270729,1.69716763496399,HTI,63.29,-8.84161347079279,3370.0,4700.0,1590.0,10982367.0,0.36048025003911804,0.33000001,2.5245000765000003,-9.751645889593282
138,South Sudan,3.59100008010864,0.39724862575531,0.601323127746582,0.163486003875732,0.147062435746193,0.285670816898346,0.116793513298035,1.87956738471985,SSD,57.365,-8.082728040456788,1520.0,32780.0,21630.0,10910774.0,4.5100018896520915,1.0,7.65,-42.58424249629529
139,Liberia,3.53299999237061,0.119041793048382,0.872117936611176,0.229918196797371,0.332881182432175,0.26654988527298,0.0389482490718365,1.67328596115112,LBR,63.295,-9.285376548290225,1260.0,6140.0,1360.0,4702224.0,0.7808376442306957,0.57999998,4.436999847,-12.749953056273663
140,Guinea,3.50699996948242,0.244549930095673,0.791244685649872,0.194129139184952,0.348587512969971,0.264815092086792,0.110937617719173,1.55231189727783,GIN,60.706,-9.063405985260022,2970.0,17670.0,6950.0,12067516.0,1.3942296206462332,0.56,4.284000000000001,-15.036285680108486
141,Togo,3.49499988555908,0.305444717407227,0.431882530450821,0.247105568647385,0.38042613863945,0.196896150708199,0.0956650152802467,1.83722925186157,TGO,60.489,-9.103595192241682,2070.0,3410.0,1760.0,7698476.0,0.5352598331995657,1.05,8.0325,-13.403069802417194
142,Rwanda,3.47099995613098,0.368745893239975,0.945707023143768,0.326424807310104,0.581843852996826,0.252756029367447,0.455220013856888,0.540061235427856,RWA,68.341,-10.449339199805268,1050.0,2830.0,2000.0,11980960.0,0.377925422544034,2.4200001,18.513000765,-17.445872836475917
143,Syria,3.46199989318848,0.777153134346008,0.396102607250214,0.50053334236145,0.0815394446253777,0.493663728237152,0.151347130537033,1.06157350540161,SYR,70.967,-10.914725358009315,29100.0,12820.0,3310.0,17095669.0,0.5154920714283553,1.48,11.322000000000001,-16.751126590721157
144,Tanzania,3.34899997711182,0.511135876178741,1.04198980331421,0.364509284496307,0.390017777681351,0.354256361722946,0.0660351067781448,0.621130466461182,TZA,64.479,-10.645483047580697,11360.0,61520.0,29760.0,54660345.0,1.2817170679507526,0.92000002,7.0380001530000005,-19.666207967920805
145,Burundi,2.90499997138977,0.091622568666935,0.629793584346771,0.151610791683197,0.0599007532000542,0.204435184597969,0.0841479450464249,1.68302416801453,BDI,60.898,-12.758131174230579,570.0,2130.0,2300.0,10827010.0,0.4660310769269051,2.24,17.136000000000003,-20.744039708450025
146,Central African Republic,2.69300007820129,0.0,0.0,0.0187726859003305,0.270842045545578,0.280876487493515,0.0565650761127472,2.06600475311279,CAF,52.24,-12.051767591476462,310.0,22810.0,31620.0,4596023.0,14.885296557559188,1.98,15.147000000000002,-237.5193545488255
